Broj upisnog lista;Naziv kazalista;Telefon kazalista;Fax kazalista;Email kazalista;Zupanija;Grad;Adresa kazalista;Status kazalista;Web kazalista;Naziv osnivaca kazalista;Zupanija osnivaca;Grad osnivaca;Adresa osnivaca;Naziv pravne osobe;Zupanija pravne osobe;Grad pravne osobe;Adresa pravne osobe;Tel pravne osobe;Fax pravne osobe;Email pravne osobe;Broj akta o osnivanju;Datum osnivanja akta;Broj statuta;Datum statuta;Broj upisa u registar;Datum upisa u registar;Intendant ravnatelj;Broj akta o imenovanju;Datum imenovanja intendanta;Popis članova;Napomena;
KAZ-098/2;Kazališna družina Soba2;099/2472720;;sobadva@gmail.com;Grad Zagreb;Grad Zagreb;Magazinska cesta 27;Umjetnička organizacija;;Iskra Jirsak, Ivana Marković Radovniković;Grad Zagreb;Grad Zagreb;;Umjetnička organizacija Soba2;Grad Zagreb;Grad Zagreb;Magazinska cesta 27;0992472720;;sobadva@gmail.com;Odluka;7.6.2010. 0:00:00;Statut;7.6.2010. 0:00:00;268;30.6.2010. 0:00:00;Iskra Jirsak;Klasa: UP/I-612-01/10-01/0018;21.12.2023. 0:00:00;;Kazališna družina Soba2 je posebna ustrojstvena jedinica u sklopu Umjetničke organizacije Soba 2. Iskra Jirsak je odgovorna osoba Umjetničke organizacije i ravnateljica Kazališne družine.  Izmjene: prijenos osnivačkih prava, osnivanje posebne ustrojstvene jedinice, izmjene Statuta.;
KAZ-047/2;Umjetnička organizacija Kazališna družina Lectirum;01/4680 412;01/4680 412;lectirum@gmail.com;Grad Zagreb;Grad Zagreb;Voćarska cesta 105;Umjetnička organizacija;;Mladen Čutura, Goran Glavaš;Grad Zagreb;Grad Zagreb;;;;;;;;;;28.2.2003. 0:00:00;;28.2.2003. 0:00:00;150;3.7.2003. 0:00:00;Mladen Čutura;UP/I-612-01/03-01-15;1.2.2024. 0:00:00;;Izmjene: prijenos osnivačkih prava s Gordana Pičuljana na Mladena Čuturu, promjena naziva umjetničke organizacije,   prethodno: Rješenjem MK od 3.5. 2011. prijenos osnivačkih prava s Mladena Čuture na Gordana Pičuljana, izmjena statuta.;
KAZ-183;Kazališna družina DASKA;044/549200;;daska.teatar@gmail.com;Sisačko-moslavačka;Sisak;Ante Starčevića 2;Umjetnička organizacija;;Nebojša Borojević, Vlado Krušić;Grad Zagreb;Grad Zagreb;Ante Starčevića 2, Sisak, Petrova 48a, Zagreb;;;;;;;;;10.10.2016. 0:00:00;;10.10.2016. 0:00:00;414;7.11.2016. 0:00:00;Nebojša Borojević;UP/I-612-01/12-01/0017;7.11.2016. 0:00:00;;;
KAZ-270;Kazališna družina tvornica antihitova;;;tvornica.antihitova@gmail.com;Grad Zagreb;Grad Zagreb;Stjepana Romića 12;Umjetnička organizacija;;Veronika Mach, Marin Klišmanić;Grad Zagreb;Grad Zagreb;;Umjetnička organizacija tvornica antihitova;Grad Zagreb;Grad Zagreb;Stjepana Romića 12;;;tvornica.antihitova@gmail.com;;17.7.2023. 0:00:00;;17.7.2023. 0:00:00;605;20.9.2023. 0:00:00;Veronika Mach;KLASA: UP/I-611-09/23-01/0016;20.9.2023. 0:00:00;;Kazališna družina tvornica antihitova je posebna ustrojstvena jedinica u sklopu Umjetničke organizacije tvornica antihitova. Veronika Mach je umjetnička voditeljica Umjetničke organizacije i ravnateljica Kazališne družine.;
KAZ-171;"Ludens teatar";048/671 615;;ludens@ludensteatar.hr;Koprivničko-križevačka;Koprivnica;Hrvatske državnosti 10;Umjetnička organizacija;;Marijana Nola, Jurica Jagetić;Grad Zagreb;Grad Zagreb;Snježničke stube, Zagreb, Ulica kralja Tomislava 11, Ivanec;;;;;;;;;15.5.2015. 0:00:00;;15.5.2015. 0:00:00;392;16.7.2015. 0:00:00;Marijana Nola;UP/I-612-01/15-01/0011;16.7.2015. 0:00:00;;;
KAZ-224;Kazališna družina Dramski ansambl Strozzi;01/4815 295;;zlatko.vidackovic@gmail.com, dorafister@gmail.com;Grad Zagreb;Grad Zagreb;Nazorova 37;Umjetnička organizacija;;Zlatko Vidačković, Darko Vidačković, Dora Fišter Toš;Grad Zagreb;Grad Zagreb;Nazorova 37, Zagreb;Umjetnička organizacija Metropolis;Grad Zagreb;Grad Zagreb;Nazorova 37;;;;;28.2.2019. 0:00:00;;28.2.2019. 0:00:00;475;18.3.2019. 0:00:00;Zlatko Vidačković;UP/I-612-01/19-01/0009;18.3.2019. 0:00:00;;Ravnateljica posebne ustrojstvene jedinice Kazališne družine Dramski ansambl Strozzi, koja djeluje u sastavuUmjetničke organizacije Metropolis, je Dora Fišter Toš. ;
KAZ-233;Kazališna družina Kreator         ;098/1301691;;ivanozegovic23@gmail.com, jure@sekvenca.hr;Grad Zagreb;Grad Zagreb;Ilica 109;Umjetnička organizacija;;Ivan Ožegović, Jure Pavlović;Grad Zagreb;Grad Zagreb;Ilica 109;Umjetnička organizacija Kreator;Grad Zagreb;Grad Zagreb;Ilica 109;;;;;12.6.2020. 0:00:00;;12.6.2020. 0:00:00;505;17.9.2020. 0:00:00;Ivan Ožegović;KLASA: UP/I-612-01/20-01/0028;17.9.2020. 0:00:00;;Kazališna družina Kreator je posebna ustrojstvena jedinica u sklopu Umjetničke organizacije Kreator.;
KAZ-205/1;Kazališna družina Mali teatar         ;095/1991150;;kdkaleidoskop@gmail.com,tvojmaliteatar@gmail.com;Grad Zagreb;Grad Zagreb;Bužanova 28;Umjetnička organizacija;;Marta Cerovečki, Igor Baksa;Grad Zagreb;Grad Zagreb;;Umjetnička organizacija Dramska produkcija Kaleidoskop;Grad Zagreb;Grad Zagreb;Bužanova 28;;;;OV-6667/2018;21.10.2018. 0:00:00;;21.10.2018. 0:00:00;465;2.11.2018. 0:00:00;Igor Baksa;KLASA: UP/I-612-01/18-01/0034;2.11.2018. 0:00:00;;;
KAZ-001/2;Kazalište "Mala scena"    ;01/ 46 83 352;01/ 46 83 370;info@mala-scena.hr;Grad Zagreb;Grad Zagreb;Medveščak 2;Umjetnička organizacija;www.mala-scena.hr;Vitomira Lončar, Ivica Šimić, Robert Budor, Anina Lasta Budor;Grad Zagreb;Grad Zagreb;;;;;;;;;31 - Registar radnih zajednica samostalnih umjetnika;15.7.1989. 0:00:00;;29.6.1996. 0:00:00;Reg. br. 6;22.11.1996. 0:00:00;Vitomira Lončar;Klasa: UP/I-612-01/96-01-174 ;22.11.1996. 0:00:00;;Rješenjem od 10.4.2020. umjesto Ivice Šimića imenuje se Buga Marija Šimić za umjetničku voditeljicu Kazališta "Mala scena".  Pravo zastupanja imaju: Vitomira Lončar, Marija Buga Šimić i Tena Bosek.    ;
KAZ-242;Umjetnička organizacija Kazališna družina Fakin teatar          ;095 907 2170;;kegljenkristina@gmail.com;Grad Zagreb;Grad Zagreb;Demerje, Maljugi 19;Umjetnička organizacija;;Sara Stanić, Kristina Kegljen;Grad Zagreb;Grad Zagreb;;;;;;;;;;20.6.2021. 0:00:00;;15.6.2021. 0:00:00;541;16.7.2021. 0:00:00;Sara Stanić;KLASA: UP/I-612-01/21-01/0023;16.7.2021. 0:00:00;;;
KAZ-244;Umjetnička organizacija "OMNIBUS"    ;091/56444 76;;barbara.stratageme@gmail.com;Grad Zagreb;Grad Zagreb;Vukovarska 239/2;Umjetnička organizacija;;Barbara Matijević, Tihomir Matijević;Grad Zagreb;Grad Zagreb;;;;;;;;;;20.3.2013. 0:00:00;;20.3.2013. 0:00:00;329;23.3.2013. 0:00:00;Barbara Matijević;KLASA: UP/I-612-01/13-01/0007;23.3.2013. 0:00:00;;;
KAZ-016/4;Zagrebačko kazalište lutaka;01/ 48 78 444;01/ 48 78 466;kazaliste.lutaka@zkl.hr;Grad Zagreb;Grad Zagreb;Trg kralja Tomislava 19/I;Ustanova;www.zkl.hr;Grad Zagreb;Grad Zagreb;Grad Zagreb;Trg Stjepana Radića 1;;;;;;;;Klasa: 612-03/92-01/96, Ur.broj: 251-11-04-92-2;8.4.1992. 0:00:00;85/2007;19.3.2007. 0:00:00;Fi-8327/93, MBS-080246611;13.5.1993. 0:00:00;Ljiljana Štokalo;Klasa: UP/I-021-05/16-001/4, UR.BROJ: 251-01-05-16-2;21.7.2016. 0:00:00;Đorđe Kukuljica, VSS, akademski glumac, predsjednik Vijeća (21.12.2017.)  Željka Turčinović, VSS, umirovljenica (21.12.2017.)  Dalibor Jakus, VSS, PR stručnjak, (21.12. 2017.)  Zoran Mužić, VSS, redatelj, zamjenika predsjednika (29.1. 2018.)  Josip Šimić, VSS, dipl. oec.(29.1.2018.);Izmjene:   Članovi Kazališnog vijeća   Prethodno:  produženje mandata ravnateljice Kazališta (imenovanje od 21. 7. 2016., stupanje na dužnost od 1. 3. 2017.).    statut (279/2013, Klasa: 021-05/13-01/547, 12.11. 2013, izmjene statuta (142/2015),, od 21.4. 2015. (suglasnost Grada: klasa: 021-05/15-01/72),   Upis izmjena u sudski registar: Tt-98/3881-2, MBS: 080246611, 11. 9. 1998.    ;
KAZ-215;Kazališna družina ON/A;091/530 4814;;ijolich@yahoo.com;Grad Zagreb;Grad Zagreb;Antuna Mihanovića 38;Umjetnička organizacija;;Ida Jolić, Marin Lemić;Grad Zagreb;Grad Zagreb;Antuna Mihanovića 38, Zagreb, Bana Josipa Jelačića 19b, Zadar;Umjetnička organizacija ON/A;Grad Zagreb;Grad Zagreb;Antuna Mihanovića 38;;;;;16.5.2019. 0:00:00;;16.5.2019. 0:00:00;481;24.6.2019. 0:00:00;Ida Jolić;UP/I-612-01/19-01/0007;24.6.2019. 0:00:00;;;
KAZ-217;Umjetnička organizacija Kazališna družina Šareni svijet;;;;Grad Zagreb;Grad Zagreb;Prugovečka 12;Umjetnička organizacija;;Ivica Kolmar, Ivan Mikulić;Grad Zagreb;Grad Zagreb;Prugovečka 12, Zagreb, Radnička 14, Belica;;;;;;;;;29.5.2019. 0:00:00;;29.5.2019. 0:00:00;479;31.5.2019. 0:00:00;Ivica Kolmar;UP/I-612-01/19-01/0018;31.5.2019. 0:00:00;;;
KAZ-218;Umjetnička organizacija Grupa;;;drazen.sivak@gmail.com;Grad Zagreb;Grad Zagreb;Kraljice Jelene 8;Umjetnička organizacija;;Dražen Šivak, Igor Pauška;Grad Zagreb;Grad Zagreb;Kraljice Jelene 8;;;;;;;;;1.2.2016. 0:00:00;;9.2.2016. 0:00:00;405;30.3.2016. 0:00:00;Dražen Šivak;KLASA: UP/I-612-01/16-01/0005;30.3.2016. 0:00:00;;;
KAZ-226;Kazališna družina iza zavjese;099/2303 123;;lucija85dujmovic@gmail.com;Grad Zagreb;Grad Zagreb;Gračanska cesta 147 H;Umjetnička organizacija;;Lucija Dujmović, Robert Kurbaša;Grad Zagreb;Grad Zagreb;Gračanska cesta 147 H, Zagreb, Zlatarska ulica 14, Zagreb;Umjetnička organizacija iza zavjese;Grad Zagreb;Grad Zagreb;Gračanska cesta 147 H, Zagreb;;;;;11.12.2017. 0:00:00;;29.12.2017. 0:00:00;442;20.12.2017. 0:00:00;Lucija Dujmović;KLASA:UP/I-612-01/17-01/0030;20.12.2017. 0:00:00;;;
KAZ-227;Kazališna družina Divan Teatar            ;098/906 66 33;;divan.teatar@gmail.com;Grad Zagreb;Grad Zagreb;Zvonimirova 1;Umjetnička organizacija;;Christian Jean-Michel Jalžečić, Morana Foretić;Grad Zagreb;Grad Zagreb;Veliki vrh 236, Zagreb, Zvonimirova 1, Zagreb;Umjetnička organizacija Divan Teatar;Grad Zagreb;Grad Zagreb;Zvonimirova 1;;;;;26.4.2020. 0:00:00;;26.4.2020. 0:00:00;507;19.6.2020. 0:00:00;Christian Jean-Michel Jalžečić;KLASA: UP/I-612-01/20-01/0016;19.6.2020. 0:00:00;;Kazališna družina Divan Teatar zasebna je ustrojstvena jedinica unutar Umjetničke organizacije Divan Teatar. Christian Jean-Michel Jalžečić je odgovorna osoba umjetničke organizacije i voditelj Kazališne družine Divan Teatar.;
KAZ-228;Kazališna družina MJERA BLIZINE                     ;091/34567 43;;zvonkonov@gmail.com;Grad Zagreb;Grad Zagreb;XI. Požarinje 2b;Umjetnička organizacija;;Zvonko Novosel, Vesna Tominac Matačić;Grad Zagreb;Grad Zagreb;;Umjetnička organizacija Mjera blizine;Grad Zagreb;Grad Zagreb;XI. Požarinje 2b;;;;;6.8.2020. 0:00:00;;18.8.2020. 0:00:00;513;10.9.2020. 0:00:00;Zvonko Novosel;KLASA: UP/I-612-01/20-01/0025;10.9.2020. 0:00:00;;Kazališna družina MJERA BLIZINE je posebna ustrojstvena jedinica u sastavu Umjetničke organizacije Mjera blizine.  ;
KAZ-220;Kazališna družina T25;098/896 329;;t25uotea@gmail.com;Grad Zagreb;Grad Zagreb;Lanište 24;Umjetnička organizacija;;Ivor Martinić, Nikolina Židek;Grad Zagreb;Grad Zagreb;Lanište 24, Zagreb, Učkina 4, Zagreb;Umjetnička organizacija T25;Grad Zagreb;Grad Zagreb;Lanište 24;;;;;12.7.2019. 0:00:00;;12.7.2019. 0:00:00;487;19.9.2019. 0:00:00;Ivor Martinić;KLASA: UP/I-612-01/19-01/0029;19.9.2019. 0:00:00;;Posebna ustrojstvena jedinica Kazališna družina T25 (ravnatelj: Ivor Martinić) u sastavu Umjetničke organizacije T25 (odgovorna osoba: Ivor Martinić).;
KAZ-221;Kazališna družina ŽIVO KINO         ;095/35 22 124;;zhivokino@gmail.com;Grad Zagreb;Grad Zagreb;Strojarska cesta 12a;Umjetnička organizacija;;Antonio Nuić, Iva Babić;Grad Zagreb;Grad Zagreb;Strojarska cesta 12a;Umjetnička organizacija FILM;Grad Zagreb;Grad Zagreb;Strojarska cesta 12a;;;;;;;18.5.2020. 0:00:00;506;28.5.2020. 0:00:00;Antonio Nuić;KLASA:UP/I-612-01/20-01/0018;28.5.2020. 0:00:00;;Ravnateljica Kazališne družine ŽIVO KINO je Iva Babić (u sastavu Umjetničke organizacije FILM).;
KAZ-222;Umjetnička organizacija Kazališna družina Cirk Pozor    ;098/1865852;;cirkpozor@gmail.com;Grad Zagreb;Grad Zagreb;Poljana Zvonimira Dražića 2;Umjetnička organizacija;;Nikolina Majdak, Mario Miličić;Grad Zagreb;Grad Zagreb;;;;;;;;;;5.2.2020. 0:00:00;;5.2.2020. 0:00:00;502;4.3.2020. 0:00:00;Nikolina Majdak;KLASA: UP/I-612-01/20-01/0011;4.3.2020. 0:00:00;;;
KAZ-264;Umjetnička organizacija Kazališna družina Glinjol Teatar;0997702265, 0993369595;;glinjolteatar@gmail.com;Sisačko-moslavačka;Glina;Vukovarska 11;Umjetnička organizacija;;Dominik Karaula, Anabela Sulić;Sisačko-moslavačka;Glina;Vukovarska 11;;;;;;;;;2.12.2022. 0:00:00;;2.12.2022. 0:00:00;589;5.12.2022. 0:00:00;Dominik Karaula;KLASA: UP/I-611-09/22-01/0044;5.12.2022. 0:00:00;;;
KAZ-053/2;Gradsko kazalište Sisak;044/ 527 470;044/ 527 475;domkkv@domkkv.hr;Sisačko-moslavačka;Sisak;Šetalište Vladimira Nazora 12;Ustanova;www.domkkv.hr;Grad Sisak;Sisačko-moslavačka;Sisak;Rimska 26;Dom kulture Kristalna kocka vedrine;Sisačko-moslavačka;Sisak;Šetalište Vladimira Nazora 12;;;;Klasa: 012-03/04-01/1, Ur.broj: 2176/05-03-07-9;23.7.2007. 0:00:00;Klasa: 000-06/01-07/01, Ur.broj: 2176-103-07-21;27.12.2007. 0:00:00;Tt-8/109-4 MBS: 120005069, rješenje Trgovačkog suda u Zagrebu;4.4.2008. 0:00:00;Valentina Ivanković Pelikan;Klasa: 000-06/01-13/01, urbroj: 2176-103-13-42;18.12.2013. 0:00:00;Davor Svedružić, VSS, dramski glumac,  Marko Hergešić, sveučilišni prvostupnik glume, univ.bacc.art,  Silvije Vadla, VSS, diplomirani kazališni radio redatelj,  Tihomir Kosić, VŠS, softverski inženjer,umjetnički voditelj amaterskog kazališta, amaterski glumac i redatelj,  Tihomir Šeperac, SSS, tehničar za elektrostrojarstvo, Kinooperater(tehničar pozornice    datum imenovanja: 9.7.2014.;Izmjena: imenovanje ravnateljice, članovi Kazališnog vijeća.;
KAZ-166;Umjetnička organizacija  "Lepeza";091/511 0451, 047/645 475;;lepeza.karlovac@gmail.com;Karlovačka;Karlovac;Trg kralja Petra Svačića 4;Umjetnička organizacija;;Danijela Jurac, Tomislav Jozić;Karlovačka;Karlovac;Trg kralja Petra Svačića 4, Karlovac, Lijevi okički odvojak 16, Samobor;;;;;;;;;4.10.2006. 0:00:00;;4.10.2006. 0:00:00;205;10.10.2006. 0:00:00;Danijela Jurac;Klasa: UP/I-612-01/06-01/0023;10.10.2006. 0:00:00;;;
KAZ-127;ING-TECHNIK d.o.o.;091/ 791 2805;;predstave@gmail.com;Karlovačka;Karlovac;M. Krleže 5;Trgovačko društvo;;Ljubomir Božić;Karlovačka;Karlovac;M. Krleže 5;;;;;;;;MBS: 020014589;30.11.1992. 0:00:00;;;1, Tt-12/17231-2;2.11.2012. 0:00:00;Ljubomir Božić;;;;Statutna promjena kojom se ING-TECHNIK d.o.o doregistrirao za pripremu i organizaciju te javno izvođenje dramskih, glazbeno-scenskih, lutkarskih i drugih scenskih djela.;
KAZ-032/5;GRADSKO KAZALIŠTE "ZORIN DOM";047/ 614 950;047/ 614 950;tajnistvo@zorin-dom.hr;Karlovačka;Karlovac;Domobranska 1;Ustanova;www.zorin-dom.hr;Grad Karlovac;Karlovačka;Karlovac;Banjavčićeva 9;;;;;;;;2133-01-01-92-7, odluka Skupštine općine Karlovac;30.10.1992. 0:00:00;208/1;12.12.2013. 0:00:00;MBS: 020022589,Tt-23/33444-2;5.9.2023. 0:00:00;Milivoj Juras;Klasa: 024-02/23-01/1;7.7.2023. 0:00:00;Imenovani od osnivača 2.12.2021.:  Antonija Škrtić, VSS, prof. povijesti i povijesti umjetnosti i dipl. muzeolog,  Matea Mihalić, VSS, učiteljica  Srećko Klarić, SSS, tehničar,  Imenovani od GK "Zorin dom":  Goran Glavač, SSS, inspicijent. (0d 7.12.2021.),  Andro Damiš, VSS, glumac (20.11.2023.).    ;Izmjene: imenovanje ravnatelja (početak obnašanja dužnosti 1.9.2023), izmjena člana Kazališnog vijeća.    Statut:  suglasnost osnivača od 3. 12. 2013..,  sudski registar Trgovačkog suda od 28.11.2012., od 13. 3. 2014., statut: 22.3.1993 (4/93), članovi kazališnog vijeća, razvrstavanje subjekta prema NKD-u (broj: 555-08-03-08-1, od 13.2. 2008.), od 30.11.2016., od 9. 7. 2019. ;
KAZ-282;Umjetnička organizacija Kazališna družina Kofer teatar;+38599 841 8008;;teatarkofer@gmail.com;Karlovačka;Ozalj;Gornje Pokupje 16a;Umjetnička organizacija;;Ines Cvitković, Hana Kunić;Karlovačka;Ozalj;Gornje Pokupje 16a;;;;;;;;;7.6.2018. 0:00:00;;7.6.2018. 0:00:00;455;29.3.2024. 0:00:00;Ines Cvitković;KLASA: UP/I-612-01/17-01/0017;14.8.2018. 0:00:00;;Izmjena: prijenos osnivačkih prava. ;
KAZ-029/10;Hrvatsko narodno kazalište u Varaždinu ;042/ 214 688;042/ 211 218;ured-intendantice@hnkvz.hr;Varaždinska;Varaždin;Augusta Cesarca 1;Ustanova;www.hnkvz.hr;Grad Varaždin;Varaždinska;Varaždin;Trg kralja Tomislava 1;;;;;;;;Klasa: 023-03/94-01-86, Ur.broj: 532-03-3/1-94-02;22.2.1994. 0:00:00;Službeni vjesnik Grada Varaždina br. 1;1.8.1995. 0:00:00;Tt-95/192-2, MBS 070001747;1.8.1995. 0:00:00;Senka Bulić, intendantica;;1.3.2022. 0:00:00;Davor Matačić, VSS mr. sc., akademski muzičar klavirist i profesor klavira, predsjednik Vijeća (imenovan od Gradonačelnika 6.7.2023.),  Slobodan Runjak, VSS, dipl. ekonomist, zamjenik predsjednika Vijeća (imenovan od Gradonačelnika 6.7.2023.),  Davor Bobić, VSS, sveučilišni profesor u trajnom zvanju, akademski skladatelj (imenovan od Gradonačelnika 6.7.2023.),  Robert Plemić, VSS, akademski glumac (predstavnik umjetničkog osoblja, 14.7.2023.),  Hana Hegedušić, VSS, akademska glumica (predstavnica svih zaposlenika. 14.7.2023.).  ;Izmjene: imenovanje članova Kazališnog vijeća    Statut HNK Varaždin (Sl. vjesnik Grada Varaždina br. 1/14, 7/14, 9/15, 5/16, pročišćeni tekst od 30.5.2016.), upis u sudski registar Tt-17/3266 od 19.7.2017. ;
KAZ-175/3;Kazališna družina GLLUGL"             ;099/207 55 80;;gllugl.teatar@gmail.com;Varaždinska;Varaždin;Kolodvorska 5;Umjetnička organizacija;;Petar Eldan, Sara Ipša;Varaždinska;Varaždin;;Umjetnička organizacija GLLUGL;;;;;;;;10.11.2015. 0:00:00;;10.11.2015. 0:00:00;400;2.12.2015. 0:00:00;Petar Eldan;UP/I-612-01/15-01/0021;19.7.2021. 0:00:00;;Kazališna družina GLLUGL je posebna ustrojstvena jedinica koja se bavi kazališnom djelatnošću u sastavu Umjetničke organizacije GLLUGL.;
KAZ-251;Kazališna družina Favela      ;095/820 34 04;;;Varaždinska;Varaždin;Labinska 4;Umjetnička organizacija;;Fani Solomun, Hana Kunić;Varaždinska;Varaždin;Labinska 4;Umjetnička organizacija Favela;Varaždinska;Varaždin;Labinska 4;;;;;10.11.2021. 0:00:00;;10.11.2021. 0:00:00;560;22.11.2021. 0:00:00;Fani Solomun;KLASA: UP/I-612-01/21-01/0044;22.11.2021. 0:00:00;;;
KAZ-152;Umjetnička organizacija "VRUM";098/482 100;;fruehwalds@yahoo.com;Grad Zagreb;Grad Zagreb;Avenija Dubrava 144;Umjetnička organizacija;;Sanja Frühwald, Mario Kovač;Varaždinska;Varaždin;Trg kralja Tomislava 7, Varaždin, Vinogradska 20, Vugrovec Donji;;;;;;;;;15.10.2007. 0:00:00;;15.10.2007. 0:00:00;216;27.12.2007. 0:00:00;Sanja Frühwald;UP/I-612-01/07-01/0030;27.12.2007. 0:00:00;;;
KAZ-203;Kazališna družina "Shooma";098/926 4801;;irma@shooma.hr;Bjelovarsko-bilogorska;Bjelovar;Ivana Cankara 31B;Umjetnička organizacija;;Irma Unušić, Vedran Markulin;Bjelovarsko-bilogorska;Bjelovar;Ivana Cankara 31B, Bjelovar, Aleja lipa 1C, Zagreb;Umjetnička organizacija Shooma;Bjelovarsko-bilogorska;Bjelovar;Ivana Cankara 31B;;;;Odluka;4.6.2018. 0:00:00;;4.6.2018. 0:00:00;430;3.8.2018. 0:00:00;Irma Unušić;KLASA: UP/I-612-01/17-01/0014;3.8.2018. 0:00:00;;;
KAZ-281;Gradska kazališna kuća Bjelovar;+38591 343 3000, 043/217 470;;ravnatelj@kmcbi.hr, info@kmcbi.hr;Bjelovarsko-bilogorska;Bjelovar;Ivana Mažuranića 4a;Ustanova;www.kmcbj.hr;Grad Bjelovar;Bjelovarsko-bilogorska;Bjelovar;Trg Eugena Kvaternika 2;Kulturni i multimedijski centar Bjelovar;Bjelovarsko-bilogorska;Bjelovar;Ivana Viteza Trnskog 8E;;;;Odluka Gradskog vijeća o izmjeni djelatnosti KMC-a: KLASA: 011-01/24-01/09, URBROJ: 2103-1-02-24-6;19.3.2024. 0:00:00;Izmjene i dopune Statuta KMC-a , prethodna Odluka Gradskog vijeća o suglasnosti na donošenje izmjena i dopuna Statuta: KLASA: 011-01/24-02/01 od 19.3. 2024.;20.3.2024. 0:00:00;Tt-24/946-2;28.3.2024. 0:00:00;Denis Hladiš;Odluka Gradonačelnika Grada Bjelovara: KLASA: 080-04/22-01/12, URBROJ: 2103-1-01-22-11;14.10.2022. 0:00:00;KMC trenutačno nema Upravno vijeće jer broj  zaposlenika ne prelazi 5. Imenovanjem Voditelja/voditeljice Gradske kazališne kuće Bjelovar stvorit će se preduvjeti za formiranje Upravnog vijeća.;Gradska kazališna kuća Bjelovar je posebna ustrojstvena jedinica u sklopu Kulturnog i multimedijskog centra Bjelovar.   U tijeku je natječajna procedura za imenovanje Voditelja/Voditeljice Gradske kazališne kuće Bjelovar.  ;
KAZ-113;Teatar Oz;091/579 29 80;;teataroz@gmail.com;Primorsko-goranska;Mošćenička Draga;Sveti Petar 20;Trgovačko društvo;;Anton Železnik;Primorsko-goranska;Mošćenička Draga;Sveti Petar 20;;;;;;;;Odluka;24.1.2012. 0:00:00;;;Tt-12/313-2;24.1.2012. 0:00:00;Anton Železnik;Tt-12/313-2;24.1.2012. 0:00:00;;;
KAZ-185;Umjetnička organizacija "Kazališna družina Teatar Oz";091 579 2980;;teataroz@gmail.com;Primorsko-goranska;Mošćenička Draga;Lukeši 20;Umjetnička organizacija;;Mihaela Sirotnjak Železnik, Anton Železnik;Primorsko-goranska;Mošćenička Draga;Lukeši 20, Sveti Petar 20, Mošćenička Draga;;;;;;;;Odluka;11.6.2016. 0:00:00;;11.6.2016. 0:00:00;409;29.6.2016. 0:00:00;Mihaela Sirotnjak Železnik;KLASA: UP/I-612-01/16-01/0012;29.6.2016. 0:00:00;;;
KAZ-196;Kazališna družina ArtTeatar BOUM!;099/8726261;;artteatar.boum@gmail.com;Primorsko-goranska;Rijeka;Šetalište 13. divizije 65;Umjetnička organizacija;;Andrea Crnković, Gianfranco Mirizzi;Primorsko-goranska;Rijeka;Šetalište 13. divizije 65;ArtTeatar BOUM!;Primorsko-goranska;Rijeka;Šetalište 13. divizije 65;;;;Odluka;17.1.2017. 0:00:00;;7.3.2017. 0:00:00;424;20.4.2017. 0:00:00;Andrea Crnković;KLASA: UP/I-612-01/17-01/0007;20.4.2017. 0:00:00;;;
KAZ-155;Umjetnička organizacija "HKD teatar-Međunarodni festival malih scena";051/377 327;051/377 328;;Primorsko-goranska;Rijeka;Strossmayerova 1;Umjetnička organizacija;;Nenad Šegvić, Edita Karađole Šegvić, Marija Geml;Primorsko-goranska;Rijeka;Bože Vidasa 22, Rijeka, Braće Stipčić 34, Rijeka;;;;;;;;;19.6.2013. 0:00:00;;20.6.2013. 0:00:00;351;8.1.2014. 0:00:00;Nenad Šegvić;Klasa: UP/I-612-01/13-01/0038;8.1.2014. 0:00:00;;;
KAZ-034/5;Gradsko kazalište lutaka Rijeka;051/ 325 680;051/ 325 692;gradsko-kazaliste-lutaka@ri.t-com.hr;Primorsko-goranska;Rijeka;Blaža Polića 6;Ustanova;www.gkl-rijeka.hr;Grad Rijeka;Primorsko-goranska;Rijeka;Korzo 16;;;;;;;;Klasa: 011-02/92/01/77, Ur.broj: 2170-32-91-92-3, odluka Skupštine općine Rijeka;28.1.1993. 0:00:00;77/1-07;13.3.2007. 0:00:00;U-1-21-00, Rješenjem Trgovačkog suda u Rijeci;9.5.1994. 0:00:00;Magdalena Lupi Alvir;Klasa: 021-05/15-01/32;14.5.2015. 0:00:00;Davor Mišković, VSS, dipl. sociolog (26.11.2015.)  Jasna Vukonić-Žunič, VSS, magistar primarnog obrazovanja, ravnateljica osnovne škole, viši savjetnika za razrednu nastavu(26.11.2015.)  Petra Pejić Papak, dr.sc., prodekanica za nastavu i studente (26.11.2015.)  Goran Zelić, VŠS, prvostupnik glume i lutkarstva, glumac lutkar-srednje uloge (26.10.2015.)  Srđan Badurina, SSS, majstor tona (18.11. 2015.).;Izmjene: imenovanje ravnateljice, izmjena članova Kazališnog vijeća.  Izmjena statuta: Klasa: 021-05/13-017161, 19. 12. 2013. (Odluka o davanju prethodne suglasnosti Gradskog vijeća Grada Rijeke na statut GKL Rijeka),  Rješenjem Trgovačkog suda u Rijeci od 13.3. 1997. GLK Rijeka upisano je u registarski uložak s matičnim brojem subjekta upisa (MBS): 040068960.;
